"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"North Carolina","Caldwell",2014,211,194,17,0,0,0,0,100,49,38,0,0,211,0,0,0
"North Carolina","Carteret",2014,341,315,26,0,0,0,0,93,49,37,0,0,341,0,0,0
"North Carolina","Caswell",2014,357,236,121,0,0,0,0,97,61,44,0,0,106,0,251,0
"North Carolina","Catawba",2014,363,301,62,0,0,0,0,85,54,35,0,0,0,0,363,0
"North Carolina","Chatham",2014,349,329,20,0,0,0,0,87,48,31,0,0,185,91,73,0
"North Carolina","Cumberland",2014,314,225,89,0,0,0,0,97,64,43,0,0,164,0,150,0
"North Carolina","Davidson",2014,341,237,104,0,0,0,0,81,59,43,0,0,0,0,341,0
"North Carolina","Davie",2014,214,165,48,1,0,0,0,105,64,44,0,0,214,0,0,0
"North Carolina","Duplin",2014,303,210,93,0,0,0,0,82,58,41,0,0,0,0,302,1
"North Carolina","Durham",2014,365,302,63,0,0,0,0,90,54,40,0,0,147,0,218,0
"North Carolina","Edgecombe",2014,294,254,40,0,0,0,0,84,53,36,0,0,104,0,190,0
"North Carolina","Forsyth",2014,365,237,128,0,0,0,0,100,68,47,0,11,153,0,201,0
"North Carolina","Franklin",2014,212,190,22,0,0,0,0,84,51,40,0,0,212,0,0,0
"North Carolina","Gaston",2014,351,303,48,0,0,0,0,73,52,33,0,0,0,0,351,0
"North Carolina","Graham",2014,213,173,39,1,0,0,0,101,58,41,0,0,213,0,0,0
"North Carolina","Granville",2014,214,169,45,0,0,0,0,100,61,43,0,0,214,0,0,0
"North Carolina","Guilford",2014,353,254,99,0,0,0,0,100,64,44,0,0,164,0,189,0
"North Carolina","Haywood",2014,269,195,73,1,0,0,0,105,64,44,0,0,205,0,64,0
"North Carolina","Hyde",2014,107,104,3,0,0,0,0,56,40,23,0,0,0,0,107,0
"North Carolina","Jackson",2014,264,205,58,1,0,0,0,119,67,44,0,0,202,0,62,0
"North Carolina","Johnston",2014,263,231,32,0,0,0,0,84,52,40,0,0,194,0,69,0
"North Carolina","Lee",2014,365,262,102,1,0,0,0,108,61,44,0,1,196,0,168,0
"North Carolina","Lenoir",2014,214,177,37,0,0,0,0,93,61,40,0,0,214,0,0,0
"North Carolina","Lincoln",2014,212,181,29,2,0,0,0,108,61,42,0,0,212,0,0,0
"North Carolina","Macon",2014,355,333,22,0,0,0,0,84,47,32,0,0,355,0,0,0
"North Carolina","Martin",2014,359,262,97,0,0,0,0,97,58,43,0,0,173,0,186,0
"North Carolina","McDowell",2014,349,304,44,1,0,0,0,106,52,33,0,0,0,0,348,1
"North Carolina","Mecklenburg",2014,365,241,122,2,0,0,0,105,66,45,0,8,183,0,174,0
"North Carolina","Mitchell",2014,120,108,12,0,0,0,0,65,51,31,0,0,0,0,120,0
"North Carolina","Montgomery",2014,365,267,98,0,0,0,0,84,59,43,0,0,190,0,175,0
"North Carolina","New Hanover",2014,365,303,62,0,0,0,0,93,57,38,0,0,178,20,167,0
"North Carolina","Person",2014,270,245,25,0,0,0,0,93,50,36,0,0,214,56,0,0
"North Carolina","Pitt",2014,256,221,35,0,0,0,0,93,54,39,0,0,192,0,64,0
"North Carolina","Robeson",2014,120,101,19,0,0,0,0,61,54,35,0,0,0,0,120,0
"North Carolina","Rockingham",2014,330,284,45,1,0,0,0,101,58,36,0,0,214,116,0,0
"North Carolina","Rowan",2014,365,269,96,0,0,0,0,93,61,44,0,0,230,0,135,0
"North Carolina","Swain",2014,360,288,72,0,0,0,0,84,58,38,0,0,178,1,181,0
"North Carolina","Union",2014,214,166,46,2,0,0,0,115,71,44,0,0,214,0,0,0
"North Carolina","Wake",2014,365,217,148,0,0,0,0,100,64,47,0,3,137,0,225,0
"North Carolina","Watauga",2014,116,107,9,0,0,0,0,58,49,28,0,0,0,0,116,0
"North Carolina","Wayne",2014,347,187,160,0,0,0,0,77,63,48,0,0,0,0,347,0
"North Carolina","Yancey",2014,199,157,41,1,0,0,0,101,61,44,0,0,199,0,0,0
"North Dakota","Billings",2014,365,358,7,0,0,0,0,58,45,36,0,0,350,0,15,0
"North Dakota","Burke",2014,364,338,26,0,0,0,0,92,46,34,0,0,268,7,81,8
"North Dakota","Burleigh",2014,365,343,21,1,0,0,0,113,47,34,0,6,284,0,74,1
"North Dakota","Cass",2014,365,323,41,1,0,0,0,113,53,34,0,13,216,0,113,23
"North Dakota","Dunn",2014,362,345,16,1,0,0,0,103,47,35,0,1,314,0,37,10
"North Dakota","McKenzie",2014,365,347,16,1,0,1,0,205,47,36,0,2,329,13,20,1
"North Dakota","Mercer",2014,365,338,26,1,0,0,0,128,49,35,0,3,272,15,75,0
"North Dakota","Oliver",2014,365,338,26,1,0,0,0,127,49,35,0,0,304,1,49,11
"North Dakota","Williams",2014,365,302,51,10,2,0,0,178,58,36,0,0,206,40,81,38
"Ohio","Adams",2014,365,340,25,0,0,0,0,67,46,27,0,0,0,15,350,0
"Ohio","Allen",2014,365,305,59,1,0,0,0,108,60,36,0,0,182,7,176,0
"Ohio","Ashtabula",2014,357,320,35,2,0,0,0,119,54,32,0,0,213,144,0,0
"Ohio","Athens",2014,56,45,11,0,0,0,0,67,54,29,0,0,0,0,56,0
"Ohio","Belmont",2014,365,362,3,0,0,0,0,82,20,6,0,0,0,365,0,0
"Ohio","Butler",2014,365,259,100,6,0,0,0,133,71,42,0,0,263,19,82,1
"Ohio","Clark",2014,365,233,131,1,0,0,0,105,67,44,0,0,140,2,223,0
"Ohio","Clermont",2014,353,188,165,0,0,0,0,100,69,49,0,0,97,0,256,0
"Ohio","Clinton",2014,212,163,47,2,0,0,0,122,64,44,0,0,212,0,0,0
"Ohio","Columbiana",2014,365,364,1,0,0,0,0,59,21,6,0,0,0,312,0,53
"Ohio","Cuyahoga",2014,365,189,163,12,1,0,0,173,80,50,6,17,77,53,178,34
"Ohio","Delaware",2014,214,188,24,2,0,0,0,105,54,41,0,0,214,0,0,0
"Ohio","Fayette",2014,346,314,30,2,0,0,0,122,50,37,0,0,346,0,0,0
"Ohio","Franklin",2014,365,218,141,6,0,0,0,115,68,47,0,14,116,1,233,1
"Ohio","Geauga",2014,214,176,37,1,0,0,0,122,61,41,0,0,214,0,0,0
"Ohio","Greene",2014,362,226,134,2,0,0,0,113,64,45,0,0,127,0,235,0
"Ohio","Hamilton",2014,365,115,234,16,0,0,0,143,85,57,0,29,66,33,237,0
"Ohio","Jefferson",2014,365,175,184,6,0,0,0,150,73,51,0,0,98,10,257,0
"Ohio","Knox",2014,214,179,35,0,0,0,0,97,58,41,0,0,214,0,0,0
"Ohio","Lake",2014,365,240,116,8,1,0,0,157,68,43,0,0,124,25,216,0
"Ohio","Lawrence",2014,365,247,117,1,0,0,0,103,59,42,0,0,95,1,269,0
"Ohio","Licking",2014,214,192,22,0,0,0,0,100,54,41,0,0,214,0,0,0
"Ohio","Lorain",2014,363,304,59,0,0,0,0,93,55,35,0,0,160,0,203,0
"Ohio","Lucas",2014,364,241,118,5,0,0,0,135,70,44,0,0,105,3,256,0
"Ohio","Madison",2014,205,169,33,3,0,0,0,108,58,43,0,0,205,0,0,0
"Ohio","Mahoning",2014,365,249,115,1,0,0,0,114,64,43,0,0,67,16,282,0
"Ohio","Medina",2014,261,223,37,1,0,0,0,105,56,40,0,0,192,0,69,0
"Ohio","Meigs",2014,364,362,1,1,0,0,0,105,24,6,0,0,0,364,0,0
"Ohio","Miami",2014,214,181,32,1,0,0,0,105,58,41,0,0,214,0,0,0
"Ohio","Montgomery",2014,365,221,142,2,0,0,0,112,70,45,9,0,134,0,222,0
"Ohio","Morgan",2014,365,310,36,17,2,0,0,156,64,7,0,0,0,365,0,0
"Ohio","Noble",2014,355,303,51,1,0,0,0,112,56,38,0,0,310,0,45,0
"Ohio","Portage",2014,242,210,32,0,0,0,0,87,56,36,0,0,179,0,63,0
"Ohio","Preble",2014,365,250,112,3,0,0,0,119,65,43,0,0,169,4,192,0
"Ohio","Scioto",2014,365,338,27,0,0,0,0,94,48,19,0,0,0,49,108,208
"Ohio","Stark",2014,365,282,81,2,0,0,0,108,64,41,2,0,128,0,235,0
"Ohio","Summit",2014,365,299,65,1,0,0,0,107,58,33,10,0,160,98,97,0
"Ohio","Trumbull",2014,353,223,128,2,0,0,0,126,65,45,0,0,105,0,245,3
"Ohio","Warren",2014,342,161,176,5,0,0,0,112,74,52,0,0,102,0,240,0
"Ohio","Washington",2014,200,169,29,2,0,0,0,112,58,42,0,0,200,0,0,0
"Ohio","Wood",2014,214,188,25,1,0,0,0,101,54,39,0,0,214,0,0,0
"Oklahoma","Adair",2014,365,263,100,1,1,0,0,198,61,42,0,0,196,4,161,4
"Oklahoma","Bryan",2014,333,293,38,2,0,0,0,126,51,39,0,0,333,0,0,0
"Oklahoma","Caddo",2014,309,305,4,0,0,0,0,74,42,24,0,0,309,0,0,0
"Oklahoma","Canadian",2014,345,289,56,0,0,0,0,100,61,37,0,17,328,0,0,0
"Oklahoma","Cherokee",2014,284,259,25,0,0,0,0,77,50,38,0,0,284,0,0,0
"Oklahoma","Cleveland",2014,365,251,112,2,0,0,0,101,66,44,0,0,200,0,165,0
"Oklahoma","Comanche",2014,365,257,107,1,0,0,0,105,67,44,0,0,259,0,106,0
"Oklahoma","Creek",2014,351,320,31,0,0,0,0,100,50,37,0,0,351,0,0,0
"Oklahoma","Dewey",2014,361,254,106,1,0,0,0,105,66,43,0,0,228,0,133,0
"Oklahoma","Ellis",2014,116,111,5,0,0,0,0,57,43,24,0,0,0,0,116,0
"Oklahoma","Jefferson",2014,331,275,54,2,0,0,0,133,61,41,0,0,331,0,0,0
"Oklahoma","Kay",2014,365,184,178,3,0,0,0,122,68,50,0,0,88,9,268,0
"Oklahoma","Lincoln",2014,355,299,55,1,0,0,0,105,58,40,0,0,332,0,0,23
"Oklahoma","Love",2014,357,264,87,6,0,0,0,136,74,44,0,0,271,0,86,0
"Oklahoma","Mayes",2014,286,262,24,0,0,0,0,74,50,37,0,0,286,0,0,0
"Oklahoma","McClain",2014,351,300,50,1,0,0,0,108,58,39,0,0,351,0,0,0
"Oklahoma","Muskogee",2014,361,310,51,0,0,0,0,94,56,23,0,0,0,74,0,287
"Oklahoma","Oklahoma",2014,365,239,121,5,0,0,0,115,71,45,0,19,240,0,104,2
"Oklahoma","Ottawa",2014,364,258,105,1,0,0,0,118,63,42,0,0,102,0,242,20
"Oklahoma","Pittsburg",2014,355,269,86,0,0,0,0,93,59,42,0,0,186,0,169,0
"Oklahoma","Sequoyah",2014,353,298,55,0,0,0,0,90,56,36,0,41,202,0,73,37
"Oklahoma","Tulsa",2014,365,221,142,2,0,0,0,112,67,45,0,2,209,1,152,1
"Oregon","Baker",2014,365,317,48,0,0,0,0,89,55,23,0,0,0,0,365,0
"Oregon","Benton",2014,364,344,19,1,0,0,0,115,40,16,0,0,0,0,364,0
"Oregon","Clackamas",2014,219,200,16,2,1,0,0,153,50,32,0,0,115,0,104,0
"Oregon","Columbia",2014,362,352,10,0,0,0,0,74,41,25,0,0,130,0,232,0
"Oregon","Crook",2014,365,287,68,4,6,0,0,172,73,23,0,0,0,0,365,0
"Oregon","Deschutes",2014,365,325,39,1,0,0,0,113,51,32,0,0,131,0,234,0
"Oregon","Douglas",2014,364,330,34,0,0,0,0,75,49,20,0,0,0,0,364,0
"Oregon","Grant",2014,359,266,91,1,1,0,0,154,63,32,0,0,0,0,359,0
"Oregon","Harney",2014,365,275,85,3,2,0,0,160,66,28,0,0,0,0,365,0
"Oregon","Jackson",2014,365,262,101,2,0,0,0,121,66,41,0,0,130,0,235,0
"Oregon","Jefferson",2014,82,61,19,0,2,0,0,175,63,33,0,0,0,0,82,0
"Oregon","Josephine",2014,365,312,51,2,0,0,0,120,57,23,0,0,0,0,365,0
"Oregon","Klamath",2014,365,269,92,4,0,0,0,136,68,32,0,0,0,0,365,0
"Oregon","Lake",2014,363,302,48,12,1,0,0,155,64,22,0,0,0,0,363,0
"Oregon","Lane",2014,365,250,98,17,0,0,0,135,79,40,0,0,104,0,261,0
"Oregon","Linn",2014,365,319,44,2,0,0,0,130,54,25,0,0,0,0,365,0
"Oregon","Marion",2014,365,308,56,0,1,0,0,154,56,31,0,0,132,0,233,0
"Oregon","Multnomah",2014,365,331,33,1,0,0,0,115,48,33,0,8,223,0,134,0
"Oregon","Umatilla",2014,361,303,58,0,0,0,0,99,60,33,0,0,129,0,232,0
"Oregon","Union",2014,363,289,68,6,0,0,0,140,71,26,0,0,0,0,361,2
"Oregon","Wallowa",2014,365,328,34,3,0,0,0,121,52,17,0,0,0,0,365,0
"Oregon","Wasco",2014,365,332,32,1,0,0,0,101,47,18,0,0,0,0,365,0
"Oregon","Washington",2014,365,312,51,2,0,0,0,119,57,32,0,11,159,0,194,1
"Pennsylvania","Adams",2014,364,271,91,2,0,0,0,102,63,42,0,9,239,0,116,0
"Pennsylvania","Allegheny",2014,365,167,178,19,1,0,0,155,85,53,0,2,90,34,238,1
"Pennsylvania","Armstrong",2014,364,222,140,2,0,0,0,119,65,46,0,0,138,0,226,0
"Pennsylvania","Beaver",2014,365,221,139,5,0,0,0,119,69,46,0,2,166,6,191,0
"Pennsylvania","Berks",2014,365,212,145,8,0,0,0,127,74,46,0,2,176,0,187,0
"Pennsylvania","Blair",2014,365,225,138,2,0,0,0,108,64,45,0,0,134,11,219,1
"Pennsylvania","Bradford",2014,365,365,0,0,0,0,0,50,41,30,0,1,364,0,0,0
"Pennsylvania","Bucks",2014,364,205,151,7,1,0,0,172,72,48,0,7,161,0,196,0
"Pennsylvania","Cambria",2014,365,218,145,2,0,0,0,108,68,45,0,5,113,21,225,1
"Pennsylvania","Centre",2014,365,261,104,0,0,0,0,90,62,43,0,1,183,0,181,0
"Pennsylvania","Chester",2014,363,216,143,4,0,0,0,129,72,45,0,0,162,0,201,0
"Pennsylvania","Clearfield",2014,263,250,13,0,0,0,0,93,46,32,0,0,263,0,0,0
"Pennsylvania","Cumberland",2014,364,221,141,2,0,0,0,128,67,44,0,0,0,0,364,0
"Pennsylvania","Dauphin",2014,365,205,156,4,0,0,0,123,74,47,0,0,148,0,216,1
"Pennsylvania","Delaware",2014,361,181,176,4,0,0,0,143,67,50,0,10,112,0,237,2
"Pennsylvania","Elk",2014,364,343,20,1,0,0,0,115,48,36,0,0,364,0,0,0
"Pennsylvania","Erie",2014,358,225,132,1,0,0,0,101,63,45,0,1,145,0,211,1
"Pennsylvania","Franklin",2014,337,311,26,0,0,0,0,87,49,38,0,0,337,0,0,0
"Pennsylvania","Greene",2014,363,328,33,2,0,0,0,108,50,39,0,0,360,3,0,0
"Pennsylvania","Indiana",2014,365,306,54,5,0,0,0,119,61,41,0,0,306,59,0,0
"Pennsylvania","Lackawanna",2014,365,262,103,0,0,0,0,100,61,43,0,3,173,0,189,0
"Pennsylvania","Lancaster",2014,365,125,225,14,1,0,0,154,83,56,0,0,67,0,298,0
"Pennsylvania","Lawrence",2014,365,331,32,2,0,0,0,119,50,35,0,0,322,12,0,31
"Pennsylvania","Lebanon",2014,365,193,164,8,0,0,0,121,76,48,0,0,152,0,213,0
"Pennsylvania","Lehigh",2014,365,334,30,1,0,0,0,112,49,35,0,0,343,0,0,22
"Pennsylvania","Luzerne",2014,365,345,20,0,0,0,0,87,47,34,0,0,356,0,0,9
"Pennsylvania","Lycoming",2014,365,344,21,0,0,0,0,93,47,35,0,0,364,0,0,1
"Pennsylvania","Mercer",2014,365,212,149,4,0,0,0,115,68,48,0,0,136,0,229,0
"Pennsylvania","Monroe",2014,364,273,91,0,0,0,0,77,59,40,0,0,208,0,156,0
"Pennsylvania","Montgomery",2014,365,259,100,6,0,0,0,122,66,42,0,0,210,0,155,0
"Pennsylvania","Northampton",2014,365,221,141,3,0,0,0,118,73,46,0,5,157,2,200,1
"Pennsylvania","Perry",2014,303,285,18,0,0,0,0,80,48,38,0,4,298,1,0,0
"Pennsylvania","Philadelphia",2014,365,132,224,8,1,0,0,151,77,54,0,3,86,0,276,0
"Pennsylvania","Somerset",2014,362,346,16,0,0,0,0,97,47,36,0,0,362,0,0,0
"Pennsylvania","Tioga",2014,362,337,25,0,0,0,0,74,47,36,0,19,306,0,37,0
"Pennsylvania","Warren",2014,365,295,52,17,1,0,0,156,74,16,0,0,0,365,0,0
"Pennsylvania","Washington",2014,365,143,221,1,0,0,0,101,72,54,0,0,80,3,282,0
"Pennsylvania","Westmoreland",2014,365,233,131,1,0,0,0,105,63,44,0,0,148,0,217,0
"Pennsylvania","York",2014,365,232,132,1,0,0,0,108,68,46,0,7,163,1,194,0
"Puerto Rico","Adjuntas",2014,42,40,2,0,0,0,0,55,41,18,0,0,0,0,42,0
"Puerto Rico","Bayamon",2014,266,266,0,0,0,0,0,38,22,11,85,0,88,87,6,0
"Puerto Rico","Catano",2014,365,345,20,0,0,0,0,71,40,17,0,0,38,49,0,278
"Puerto Rico","Fajardo",2014,303,282,21,0,0,0,0,63,40,19,0,0,0,0,0,303
"Puerto Rico","Guayama",2014,106,100,6,0,0,0,0,59,39,18,0,0,0,0,15,91
"Puerto Rico","Guayanilla",2014,27,27,0,0,0,0,0,46,28,15,0,0,0,0,27,0
"Puerto Rico","Guaynabo",2014,328,298,29,0,0,1,0,253,48,25,31,0,0,0,22,275
"Puerto Rico","Humacao",2014,51,50,1,0,0,0,0,53,33,16,0,0,0,0,51,0
"Puerto Rico","Juncos",2014,365,365,0,0,0,0,0,38,27,20,0,0,342,23,0,0
"Puerto Rico","Mayagnez",2014,9,9,0,0,0,0,0,43,43,18,0,0,0,0,9,0
"Puerto Rico","Ponce",2014,347,314,33,0,0,0,0,68,48,20,52,0,0,0,32,263
"Puerto Rico","Salinas",2014,337,335,2,0,0,0,0,56,17,4,0,0,0,337,0,0
"Puerto Rico","San Juan",2014,354,354,0,0,0,0,0,31,23,18,354,0,0,0,0,0
"Rhode Island","Kent",2014,365,336,29,0,0,0,0,97,50,34,0,2,238,0,125,0
"Rhode Island","Providence",2014,365,282,81,2,0,0,0,121,58,42,0,32,183,0,148,2
"Rhode Island","Washington",2014,363,335,27,1,0,0,0,101,49,35,0,0,239,0,124,0
"South Carolina","Abbeville",2014,188,179,9,0,0,0,0,74,47,35,0,0,188,0,0,0
"South Carolina","Aiken",2014,213,188,25,0,0,0,0,87,54,40,0,0,213,0,0,0
"South Carolina","Anderson",2014,218,199,19,0,0,0,0,74,50,38,0,0,218,0,0,0
"South Carolina","Berkeley",2014,212,199,13,0,0,0,0,87,46,34,0,0,212,0,0,0
"South Carolina","Charleston",2014,365,296,69,0,0,0,0,80,56,39,0,5,90,1,269,0
"South Carolina","Cherokee",2014,223,179,43,1,0,0,0,105,61,42,0,0,223,0,0,0
"South Carolina","Chesterfield",2014,351,256,95,0,0,0,0,78,58,43,0,0,101,0,250,0
"South Carolina","Colleton",2014,336,298,37,0,1,0,0,152,51,35,0,0,160,0,176,0
"South Carolina","Darlington",2014,230,196,34,0,0,0,0,97,61,41,0,0,230,0,0,0
"South Carolina","Edgefield",2014,276,243,33,0,0,0,0,68,52,36,0,0,139,0,137,0
"South Carolina","Florence",2014,220,141,79,0,0,0,0,83,58,45,0,0,0,0,220,0
"South Carolina","Georgetown",2014,343,341,2,0,0,0,0,53,30,17,0,0,0,0,0,343
"South Carolina","Greenville",2014,365,266,99,0,0,0,0,97,60,42,0,40,128,0,196,1
"South Carolina","Lexington",2014,364,275,86,3,0,0,0,107,58,38,0,0,0,30,292,42
"South Carolina","Oconee",2014,358,317,41,0,0,0,0,90,51,34,0,0,196,93,69,0
"South Carolina","Pickens",2014,240,216,24,0,0,0,0,90,51,40,0,0,240,0,0,0
"South Carolina","Richland",2014,365,246,119,0,0,0,0,93,64,45,0,0,150,4,204,7
"South Carolina","Spartanburg",2014,364,264,99,1,0,0,0,116,59,42,0,0,116,0,248,0
"South Carolina","York",2014,346,339,7,0,0,0,0,100,44,31,0,0,277,69,0,0
"South Dakota","Brookings",2014,362,327,34,1,0,0,0,108,50,35,0,0,290,0,43,29
"South Dakota","Brown",2014,119,111,8,0,0,0,0,83,42,23,0,0,0,0,106,13
"South Dakota","Codington",2014,365,342,23,0,0,0,0,85,44,20,0,0,0,0,163,202
"South Dakota","Custer",2014,365,360,5,0,0,0,0,100,47,39,0,0,362,0,3,0
"South Dakota","Jackson",2014,358,344,14,0,0,0,0,87,47,39,0,0,329,0,29,0
"South Dakota","Meade",2014,364,356,8,0,0,0,0,61,44,36,0,0,362,0,0,2
"South Dakota","Minnehaha",2014,362,292,68,2,0,0,0,105,61,39,0,2,241,0,103,16
"South Dakota","Pennington",2014,365,279,86,0,0,0,0,89,58,32,0,20,0,0,122,223
"South Dakota","Union",2014,365,300,65,0,0,0,0,100,56,36,0,0,181,0,169,15
"Tennessee","Anderson",2014,364,341,23,0,0,0,0,87,48,31,0,0,233,131,0,0
"Tennessee","Blount",2014,364,290,74,0,0,0,0,97,61,41,0,0,321,0,43,0
"Tennessee","Bradley",2014,357,355,1,1,0,0,0,105,7,1,0,0,0,357,0,0
"Tennessee","Claiborne",2014,358,328,30,0,0,0,0,90,50,35,0,0,358,0,0,0
"Tennessee","Davidson",2014,365,215,145,5,0,0,0,119,70,47,0,18,106,1,240,0
"Tennessee","DeKalb",2014,359,340,19,0,0,0,0,84,48,35,0,0,359,0,0,0
"Tennessee","Dyer",2014,110,86,24,0,0,0,0,80,59,35,0,0,0,0,110,0
"Tennessee","Hamilton",2014,287,217,69,1,0,0,0,105,64,43,0,0,216,0,71,0
"Tennessee","Jefferson",2014,245,190,55,0,0,0,0,93,64,44,0,0,245,0,0,0
"Tennessee","Knox",2014,362,236,126,0,0,0,0,84,62,45,0,0,121,0,241,0
"Tennessee","Lawrence",2014,114,98,16,0,0,0,0,74,55,32,0,0,0,0,114,0
"Tennessee","Loudon",2014,278,215,61,2,0,0,0,101,59,40,0,0,207,0,71,0
"Tennessee","Madison",2014,113,94,19,0,0,0,0,79,54,34,0,0,0,0,113,0
"Tennessee","Maury",2014,108,90,18,0,0,0,0,70,57,33,0,0,0,0,108,0
"Tennessee","McMinn",2014,364,322,42,0,0,0,0,99,53,35,0,0,199,95,70,0
"Tennessee","Montgomery",2014,365,293,72,0,0,0,0,83,57,35,0,6,0,52,302,5
"Tennessee","Putnam",2014,109,91,18,0,0,0,0,83,57,34,0,0,0,0,109,0
"Tennessee","Roane",2014,281,189,92,0,0,0,0,83,58,43,0,0,0,0,279,2
"Tennessee","Sevier",2014,358,282,76,0,0,0,0,97,67,44,0,0,358,0,0,0
"Tennessee","Shelby",2014,365,242,120,3,0,0,0,136,67,44,0,7,146,0,212,0
"Tennessee","Sullivan",2014,365,219,107,39,0,0,0,150,102,47,0,28,135,163,39,0
"Tennessee","Sumner",2014,280,216,63,1,0,0,0,122,66,42,0,0,214,0,66,0
"Tennessee","Union",2014,365,355,10,0,0,0,0,74,37,19,0,0,0,0,0,365
"Tennessee","Williamson",2014,234,210,23,1,0,0,0,105,51,38,0,0,234,0,0,0
"Tennessee","Wilson",2014,238,214,24,0,0,0,0,87,51,39,0,0,238,0,0,0
"Texas","Bell",2014,364,305,57,2,0,0,0,112,64,39,0,0,364,0,0,0
"Texas","Bexar",2014,365,203,156,6,0,0,0,136,75,48,0,5,182,0,177,1
"Texas","Bowie",2014,117,88,29,0,0,0,0,72,58,39,0,0,0,0,117,0
"Texas","Brazoria",2014,365,330,31,3,1,0,0,174,50,32,0,3,362,0,0,0
"Texas","Brewster",2014,362,315,47,0,0,0,0,84,53,40,0,0,309,0,53,0
"Texas","Cameron",2014,365,251,114,0,0,0,0,99,66,43,0,0,131,0,234,0
"Texas","Collin",2014,361,299,57,5,0,0,0,143,61,37,0,0,361,0,0,0
"Texas","Culberson",2014,107,104,3,0,0,0,0,69,42,20,0,0,0,0,107,0
"Texas","Dallas",2014,365,215,146,4,0,0,0,106,71,47,0,29,135,0,198,3
"Texas","Denton",2014,365,244,108,12,1,0,0,156,79,42,0,4,260,0,101,0
"Texas","Ector",2014,365,307,58,0,0,0,0,87,56,33,0,0,0,0,365,0
"Texas","El Paso",2014,365,183,173,8,1,0,0,158,79,50,0,25,154,0,178,8
"Texas","Ellis",2014,365,258,107,0,0,0,0,97,61,43,0,3,187,0,175,0
"Texas","Fayette",2014,352,304,48,0,0,0,0,88,53,30,0,0,0,0,352,0
"Texas","Galveston",2014,365,293,68,4,0,0,0,119,58,39,0,1,247,1,115,1
"Texas","Gregg",2014,365,335,27,3,0,0,0,120,49,34,0,4,348,13,0,0
"Texas","Harris",2014,365,162,195,7,1,0,0,151,77,53,0,20,96,2,226,21
"Texas","Harrison",2014,365,297,67,1,0,0,0,101,56,38,0,0,196,0,169,0
"Texas","Hidalgo",2014,365,271,94,0,0,0,0,88,63,39,0,0,121,0,241,3
"Texas","Hood",2014,364,314,46,2,2,0,0,164,61,36,0,0,364,0,0,0
"Texas","Hunt",2014,362,338,24,0,0,0,0,80,49,35,0,3,359,0,0,0
"Texas","Jefferson",2014,365,234,128,3,0,0,0,133,67,45,0,0,165,29,171,0
"Texas","Johnson",2014,361,307,50,4,0,0,0,129,61,36,0,0,361,0,0,0
"Texas","Kaufman",2014,362,295,66,1,0,0,0,102,58,40,0,1,224,2,135,0
"Texas","Kleberg",2014,343,277,66,0,0,0,0,99,59,32,0,0,0,0,343,0
"Texas","Lubbock",2014,265,232,33,0,0,0,0,100,53,28,0,0,0,0,265,0
"Texas","Maverick",2014,337,255,82,0,0,0,0,79,59,36,0,0,0,0,337,0
"Texas","McLennan",2014,365,296,68,1,0,0,0,105,61,41,1,4,222,0,138,0
"Texas","Montgomery",2014,365,258,103,4,0,0,0,133,64,43,0,1,207,0,157,0
"Texas","Navarro",2014,364,273,91,0,0,0,0,93,59,41,0,2,195,7,160,0
"Texas","Nueces",2014,365,260,104,1,0,0,0,105,63,42,0,0,164,0,200,1
"Texas","Orange",2014,365,300,62,3,0,0,0,129,57,38,0,3,206,0,156,0
"Texas","Parker",2014,354,298,49,7,0,0,0,126,61,37,0,0,354,0,0,0
"Texas","Polk",2014,330,316,12,2,0,0,0,112,45,32,0,0,330,0,0,0
"Texas","Potter",2014,365,345,19,1,0,0,0,120,44,24,0,0,0,18,347,0
"Texas","Randall",2014,354,291,63,0,0,0,0,93,58,41,0,0,354,0,0,0
"Texas","Rockwall",2014,360,314,45,1,0,0,0,105,54,36,0,0,360,0,0,0
"Texas","Smith",2014,365,329,36,0,0,0,0,100,50,34,0,2,363,0,0,0
"Texas","Tarrant",2014,365,232,118,14,1,0,0,156,74,44,0,20,204,0,140,1
"Texas","Travis",2014,365,249,116,0,0,0,0,97,67,44,0,11,184,0,169,1
"Texas","Victoria",2014,358,340,18,0,0,0,0,93,45,30,0,0,358,0,0,0
"Texas","Webb",2014,365,257,108,0,0,0,0,82,62,43,3,0,107,0,253,2
"Texas","Wichita",2014,49,48,1,0,0,0,0,54,30,20,0,0,0,0,49,0
"Utah","Box Elder",2014,365,273,86,5,1,0,0,155,67,44,0,0,319,0,46,0
"Utah","Cache",2014,365,308,44,13,0,0,0,141,56,41,0,24,232,0,109,0
"Utah","Carbon",2014,365,281,84,0,0,0,0,87,61,44,0,49,316,0,0,0
"Utah","Daggett",2014,147,120,27,0,0,0,0,77,58,44,0,0,147,0,0,0
"Utah","Davis",2014,365,268,86,11,0,0,0,130,67,44,0,67,283,0,13,2
"Utah","Duchesne",2014,365,279,84,2,0,0,0,119,61,45,0,0,330,0,35,0
"Utah","Garfield",2014,364,342,22,0,0,0,0,80,49,42,0,0,362,0,2,0
